chrom	start	end	section_genes
chr10	28966423	28971868	BAMBI
chr10	28971868	29032578	
chr10	29032578	29078239	LINC01517
chr10	29078239	29084979	LINC00837,LINC01517
chr10	29084979	29097148	LINC01517
chr10	29097148	29135336	
chr10	29135336	29170826	C10orf126
chr10	29170826	29577989	
chr10	29577989	29600158	LYZL1
chr10	29600158	29698462	
chr10	29698462	29699171	SVIL-AS1
chr10	29699171	29711301	SVIL-AS1
chr10	29711301	29746276	SVIL-AS1
chr10	29746276	29758059	SVIL-AS1,SVIL
chr10	29758059	29774636	SVIL-AS1,SVIL
chr10	29774636	29776785	SVIL-AS1,SVIL
chr10	29776785	29833932	SVIL
chr10	29833932	29834026	SVIL,MIR604
chr10	29834026	29891192	SVIL
chr10	29891192	29891275	MIR938,SVIL
chr10	29891275	29923901	SVIL
chr10	29923901	30024730	SVIL
chr10	30024730	30024853	SVIL
chr10	30024853	30025930	SVIL
chr10	30025930	30301728	
chr10	30301728	30348515	JCAD
chr10	30348515	30404423	JCAD
chr10	30404423	30500780	
chr10	30500780	30521619	LOC101929279
chr10	30521619	30598729	
chr10	30598729	30638267	MTPAP
chr10	30638267	30653255	
chr10	30653255	30657525	GOLGA2P6
chr10	30657525	30657594	GOLGA2P6,MIR7162
chr10	30657594	30660836	GOLGA2P6
chr10	30660836	30722949	
chr10	30722949	30723563	MAP3K8
chr10	30723563	30750762	MAP3K8
chr10	30750762	30900707	
chr10	30900707	30918647	LYZL2
chr10	30918647	30981202	
chr10	30981202	31005942	SVILP1
chr10	31005942	31012147	
chr10	31012147	31012669	LOC105376480
chr10	31012669	31133564	
chr10	31133564	31288446	ZNF438
chr10	31288446	31320866	ZNF438
chr10	31320866	31476811	
chr10	31476811	31550481	LOC101929352
chr10	31550481	31596645	
chr10	31596645	31605456	ZEB1-AS1
chr10	31605456	31607423	ZEB1-AS1
chr10	31607423	31607711	ZEB1,ZEB1-AS1
chr10	31607711	31608024	ZEB1,ZEB1-AS1
chr10	31608024	31608100	ZEB1,ZEB1-AS1
chr10	31608100	31608810	ZEB1,ZEB1-AS1
chr10	31608810	31609041	ZEB1,ZEB1-AS1
chr10	31609041	31609376	ZEB1,ZEB1-AS1
chr10	31609376	31609475	ZEB1
chr10	31609475	31610063	ZEB1
chr10	31610063	31610549	ZEB1
chr10	31610549	31818742	ZEB1
chr10	31818742	32094325	
chr10	32094325	32197854	ARHGAP12
chr10	32197854	32217804	ARHGAP12
chr10	32217804	32297937	
chr10	32297937	32345371	KIF5B
chr10	32345371	32556643	
chr10	32556643	32634039	EPC1
chr10	32634039	32635976	EPC1
chr10	32635976	32636146	EPC1
chr10	32636146	32636291	EPC1
chr10	32636291	32663416	EPC1,LOC102031319
chr10	32663416	32667726	EPC1
chr10	32667726	32723296	
chr10	32723296	32734984	LOC101929431
chr10	32734984	32735009	
chr10	32735009	32803511	CCDC7
chr10	32803511	32863492	CCDC7
chr10	32863492	33171792	CCDC7
chr10	33171792	33189245	
chr10	33189245	33190261	ITGB1
chr10	33190261	33190400	ITGB1,SNORA86
chr10	33190400	33224486	ITGB1
chr10	33224486	33246822	ITGB1
chr10	33246822	33247293	ITGB1
chr10	33247293	33466418	
chr10	33466418	33486546	NRP1
chr10	33486546	33623833	NRP1
chr10	33623833	34048640	
chr10	34048640	34061608	LINC00838
chr10	34061608	34398487	
chr10	34398487	34601187	PARD3
chr10	34601187	35104253	PARD3
chr10	35104253	35104695	
chr10	35104695	35105350	PARD3-AS1
chr10	35105350	35297478	
chr10	35297478	35363258	CUL2
chr10	35363258	35368525	CUL2
chr10	35368525	35368608	MIR3611,CUL2
chr10	35368608	35379311	CUL2
chr10	35379311	35379570	CUL2
chr10	35379570	35415768	
chr10	35415768	35416384	CREM
chr10	35416384	35426709	CREM
chr10	35426709	35456466	CREM
chr10	35456466	35464514	CREM
chr10	35464514	35468775	CREM
chr10	35468775	35484054	CREM
chr10	35484054	35484777	CREM
chr10	35484777	35484829	CREM
chr10	35484829	35499678	CREM
chr10	35499678	35501886	CREM
chr10	35501886	35535908	
chr10	35535908	35625801	CCNY
chr10	35625801	35861598	CCNY
chr10	35861598	35894337	
chr10	35894337	35897863	GJD4
chr10	35897863	35927176	
chr10	35927176	35930099	FZD8
chr10	35930099	35930180	FZD8,MIR4683
chr10	35930180	35930362	FZD8
chr10	35930362	36067229	
chr10	36067229	36089848	PCAT5
chr10	36089848	37414784	
chr10	37414784	37521495	ANKRD30A
chr10	37521495	37598113	
chr10	37598113	37635956	LINC00993
chr10	37635956	37890365	
chr10	37890365	37891859	MTRNR2L7
chr10	37891859	38047465	
chr10	38047465	38062496	ZNF248
chr10	38062496	38082865	ZNF248
chr10	38082865	38084103	ZNF248,ZNF33BP1
chr10	38084103	38090443	ZNF248
chr10	38090443	38117692	ZNF248
chr10	38117692	38146564	ZNF248
chr10	38146564	38147012	ZNF248
chr10	38147012	38238499	
chr10	38238499	38264908	ZNF25
chr10	38264908	38265583	ZNF25
chr10	38265583	38299577	
chr10	38299577	38348995	ZNF33A
chr10	38348995	38349017	ZNF33A
chr10	38349017	38356762	ZNF33A
chr10	38356762	38383263	
chr10	38383263	38404620	ZNF37A
chr10	38404620	38412278	ZNF37A
chr10	38412278	38439197	ZNF37A
chr10	38439197	38464598	
chr10	38464598	38503273	LOC100129055
chr10	38503273	38645307	
chr10	38645307	38667433	HSD17B7P2
chr10	38667433	38671950	
chr10	38671950	38691855	SEPT7P9
chr10	38691855	38717073	
chr10	38717073	38741081	LINC00999
chr10	38741081	38989726	
chr10	38989726	38991371	ACTR3BP5
chr10	38991371	42827313	
chr10	42827313	42863493	LOC441666
chr10	42863493	42903621	
chr10	42903621	42967688	CCNYL2
chr10	42967688	42970938	
chr10	42970938	42990785	LINC00839
chr10	42990785	43008960	
chr10	43008960	43048318	ZNF37BP
chr10	43048318	43069630	
chr10	43069630	43077039	ZNF33B
chr10	43077039	43084531	ZNF33B
chr10	43084531	43134285	ZNF33B
chr10	43134285	43168460	
chr10	43168460	43187207	LINC01518
chr10	43187207	43246635	
chr10	43246635	43250589	LOC283028
chr10	43250589	43250651	LOC283028,LOC105378269
chr10	43250651	43265069	LOC105378269
chr10	43265069	43277953	
chr10	43277953	43330385	BMS1
chr10	43330385	43366968	
chr10	43366968	43369508	LOC101929445
chr10	43369508	43474464	
chr10	43474464	43476955	LINC01264
chr10	43476955	43493010	
chr10	43493010	43493129	MIR5100
chr10	43493129	43572474	
chr10	43572474	43600179	RET
chr10	43600179	43623062	RET
chr10	43623062	43625797	RET
chr10	43625797	43633892	
chr10	43633892	43650344	CSGALNACT2
chr10	43650344	43680754	CSGALNACT2
chr10	43680754	43689980	
chr10	43689980	43725187	RASGEF1A
chr10	43725187	43762367	RASGEF1A
chr10	43762367	43867091	
chr10	43867091	43871783	FXYD4
chr10	43871783	43881064	
chr10	43881064	43892279	HNRNPF
chr10	43892279	43892794	HNRNPF
chr10	43892794	43903299	HNRNPF
chr10	43903299	43904332	HNRNPF
chr10	43904332	43904656	HNRNPF
chr10	43904656	43904696	HNRNPF
chr10	43904696	43912697	
chr10	43912697	43912888	SNORD3J
chr10	43912888	43932295	
chr10	43932295	43932558	ZNF487
chr10	43932558	43978629	ZNF487
chr10	43978629	44051792	
chr10	44051792	44063907	ZNF239
chr10	44063907	44070065	ZNF239
chr10	44070065	44070066	ZNF239
chr10	44070066	44101854	
chr10	44101854	44113352	ZNF485
chr10	44113352	44124264	
chr10	44124264	44139306	ZNF32-AS3
chr10	44139306	44139319	ZNF32,ZNF32-AS3
chr10	44139319	44140495	ZNF32,ZNF32-AS3,ZNF32-AS1
chr10	44140495	44141389	ZNF32,ZNF32-AS3
chr10	44141389	44143467	ZNF32,ZNF32-AS3,ZNF32-AS2
chr10	44143467	44144247	ZNF32,ZNF32-AS3
chr10	44144247	44144326	ZNF32,ZNF32-AS3
chr10	44144326	44170147	ZNF32-AS3
chr10	44170147	44273014	
chr10	44273014	44274273	LOC102724264
chr10	44274273	44274350	LOC102724264
chr10	44274350	44282859	
chr10	44282859	44285865	HNRNPA3P1
chr10	44285865	44340753	
chr10	44340753	44346070	LINC00619
chr10	44346070	44354858	
chr10	44354858	44390881	LINC00840
chr10	44390881	44404743	
chr10	44404743	44407849	LINC00841
chr10	44407849	44409954	LINC00841
chr10	44409954	44465355	LINC00841
chr10	44465355	44476713	LINC00841
chr10	44476713	44788197	
chr10	44788197	44790097	C10orf142
chr10	44790097	44865600	
chr10	44865600	44871314	CXCL12
chr10	44871314	44872509	CXCL12
chr10	44872509	44880545	CXCL12
chr10	44880545	45306471	
chr10	45306471	45406763	TMEM72-AS1
chr10	45406763	45432458	TMEM72,TMEM72-AS1
chr10	45432458	45455137	TMEM72-AS1
chr10	45455137	45455218	
chr10	45455218	45471708	RASSF4
chr10	45471708	45474330	DEPP1,RASSF4
chr10	45474330	45489379	RASSF4
chr10	45489379	45490172	C10orf25,RASSF4
chr10	45490172	45493145	C10orf25
chr10	45493145	45496272	C10orf25
chr10	45496272	45496358	C10orf25,ZNF22
chr10	45496358	45500777	ZNF22
chr10	45500777	45594923	
chr10	45594923	45650044	RSU1P2
chr10	45650044	45650109	
chr10	45650109	45659461	ANKRD30BP3
chr10	45659461	45659536	MIR3156-1,ANKRD30BP3
chr10	45659536	45681489	ANKRD30BP3
chr10	45681489	45798101	
chr10	45798101	45811056	OR13A1
chr10	45811056	45869613	
chr10	45869613	45940015	ALOX5
chr10	45940015	45941567	ALOX5,LOC102724323
chr10	45941567	45948569	LOC102724323
chr10	45948569	45950032	
chr10	45950032	46030842	8-Mar
chr10	46030842	46090354	8-Mar
chr10	46090354	46110948	
chr10	46110948	46135153	ZFAND4
chr10	46135153	46168180	ZFAND4
chr10	46168180	46168261	ZFAND4
chr10	46168261	46222647	
chr10	46222647	46288412	WASHC2C
chr10	46288412	46310875	
chr10	46310875	46312772	FAM25E
chr10	46312772	46321039	
chr10	46321039	46342921	AGAP4
chr10	46342921	46349325	AGAP4
chr10	46349325	46550122	
chr10	46550122	46640719	PTPN20
chr10	46640719	46641045	PTPN20
chr10	46641045	46657134	
chr10	46657134	46675788	FRMPD2B
chr10	46675788	46737612	
chr10	46737612	46762892	BMS1P1
chr10	46762892	46897640	
chr10	46897640	46939145	FAM35BP
chr10	46939145	46951471	
chr10	46951471	46955443	LOC102724593
chr10	46955443	46957880	SYT15,LOC102724593
chr10	46957880	46966835	SYT15,LOC102724593
chr10	46966835	46970601	SYT15
chr10	46970601	46993545	
chr10	46993545	47005643	GPRIN2
chr10	47005643	47083533	
chr10	47083533	47086724	NPY4R
chr10	47086724	47088173	NPY4R,NPY4R2
chr10	47088173	47088320	NPY4R
chr10	47088320	47096453	
chr10	47096453	47133294	LINC00842
chr10	47133294	47133836	LINC00842,HNRNPA1P33
chr10	47133836	47151400	LINC00842
chr10	47151400	47157983	
chr10	47157983	47174143	ANXA8
chr10	47174143	47177203	
chr10	47177203	47177221	FAM25C
chr10	47177221	47181688	FAM25C,FAM25G
chr10	47181688	47191843	
chr10	47191843	47213626	AGAP9
chr10	47213626	47225570	
chr10	47225570	47243511	BMS1P2
chr10	47243511	47379719	
chr10	47379719	47421238	FAM35DP
chr10	47421238	47590260	
chr10	47590260	47640844	ANTXRLP1
chr10	47640844	47658232	
chr10	47658232	47701443	ANTXRL
chr10	47701443	47740303	
chr10	47740303	47744822	FAM25BP
chr10	47744822	47746849	
chr10	47746849	47763040	ANXA8L1
chr10	47763040	48155942	
chr10	48155942	48158691	CTSLP2
chr10	48158691	48185838	
chr10	48185838	48203780	BMS1P2
chr10	48203780	48215723	
chr10	48215723	48237508	AGAP9
chr10	48237508	48247661	
chr10	48247661	48252125	FAM25C,FAM25G
chr10	48252125	48252143	FAM25C
chr10	48252143	48255203	
chr10	48255203	48271368	ANXA8
chr10	48271368	48324787	
chr10	48324787	48324886	LOC107001062
chr10	48324886	48325973	LOC105378292,LOC107001062
chr10	48325973	48332197	LOC107001062
chr10	48332197	48355023	
chr10	48355023	48373866	ZNF488
chr10	48373866	48381486	
chr10	48381486	48390991	RBP3
chr10	48390991	48411773	
chr10	48411773	48416872	GDF2
chr10	48416872	48425778	
chr10	48425778	48439138	GDF10
chr10	48439138	48737041	
chr10	48737041	48827640	PTPN20
chr10	48827640	48827966	PTPN20
chr10	48827966	48844035	
chr10	48844035	48862688	FRMPD2B
chr10	48862688	48927373	
chr10	48927373	48952591	BMS1P1
chr10	48952591	48952629	BMS1P1,GLUD1P2
chr10	48952629	48980339	GLUD1P2
chr10	48980339	49203354	
chr10	49203354	49203372	FAM25C
chr10	49203372	49207825	FAM25C,FAM25G
chr10	49207825	49218158	
chr10	49218158	49239658	AGAP12P
chr10	49239658	49364601	
chr10	49364601	49383186	FRMPD2
chr10	49383186	49459800	FRMPD2
chr10	49459800	49482941	FRMPD2
chr10	49482941	49514681	
chr10	49514681	49609654	MAPK8
chr10	49609654	49647402	MAPK8
chr10	49647402	49654067	
chr10	49654067	49701692	ARHGAP22
chr10	49701692	49717894	ARHGAP22
chr10	49717894	49719632	ARHGAP22,ARHGAP22-IT1
chr10	49719632	49782317	ARHGAP22
chr10	49782317	49813176	ARHGAP22
chr10	49813176	49860561	ARHGAP22
chr10	49860561	49864310	ARHGAP22
chr10	49864310	49893517	
chr10	49893517	50117528	WDFY4
chr10	50117528	50122280	LRRC18,WDFY4
chr10	50122280	50191001	WDFY4
chr10	50191001	50193556	
chr10	50193556	50193632	MIR4294
chr10	50193632	50222289	
chr10	50222289	50310216	VSTM4
chr10	50310216	50323577	VSTM4
chr10	50323577	50329883	
chr10	50329883	50339200	FAM170B-AS1
chr10	50339200	50342065	FAM170B-AS1,FAM170B
chr10	50342065	50359592	FAM170B-AS1
chr10	50359592	50362768	
chr10	50362768	50396459	TMEM273
chr10	50396459	50504327	
chr10	50504327	50506938	C10orf71-AS1
chr10	50506938	50507186	
chr10	50507186	50535537	C10orf71
chr10	50535537	50574160	
chr10	50574160	50604062	DRGX
chr10	50604062	50662525	
chr10	50662525	50723150	ERCC6
chr10	50723150	50732327	ERCC6,PGBD3
chr10	50732327	50747169	ERCC6
chr10	50747169	50747584	ERCC6
chr10	50747584	50817140	
chr10	50817140	50818346	CHAT
chr10	50818346	50820766	SLC18A3,CHAT
chr10	50820766	50821153	CHAT
chr10	50821153	50822082	CHAT
chr10	50822082	50873150	CHAT
chr10	50873150	50887675	
chr10	50887675	50905578	C10orf53
chr10	50905578	50918307	C10orf53
chr10	50918307	50942686	
chr10	50942686	50970045	OGDHL
chr10	50970045	50970425	OGDHL
chr10	50970425	51026319	
chr10	51026319	51214506	PARG
chr10	51214506	51216406	FAM25E,PARG
chr10	51216406	51253907	PARG
chr10	51253907	51371344	PARGP1,PARG
chr10	51371344	51371371	PARG
chr10	51371371	51371378	
chr10	51371378	51383523	TIMM23B
chr10	51383523	51383727	TIMM23B,SNORA74C-1,SNORA74C-2
chr10	51383727	51464143	TIMM23B
chr10	51464143	51486327	TIMM23B,AGAP7P
chr10	51486327	51549552	TIMM23B
chr10	51549552	51562518	TIMM23B,MSMB
chr10	51562518	51565107	TIMM23B
chr10	51565107	51572363	TIMM23B,NCOA4
chr10	51572363	51576284	TIMM23B,NCOA4
chr10	51576284	51590734	TIMM23B,NCOA4
chr10	51590734	51592080	TIMM23B
chr10	51592080	51611022	TIMM23B,TIMM23
chr10	51611022	51611226	TIMM23B,SNORA74C-1,SNORA74C-2,TIMM23
chr10	51611226	51623386	TIMM23B,TIMM23
chr10	51623386	51734610	TIMM23B
chr10	51734610	51747981	TIMM23B
chr10	51747981	51748077	
chr10	51748077	51770259	AGAP6
chr10	51770259	51780941	
chr10	51780941	51827563	FAM21EP
chr10	51827563	51827647	
chr10	51827647	51893269	WASHC2A
chr10	51893269	51944620	
chr10	51944620	52008370	ASAH2
chr10	52008370	52065344	
chr10	52065344	52383737	SGMS1
chr10	52383737	52384710	
chr10	52384710	52391396	SGMS1-AS1
chr10	52391396	52499447	
chr10	52499447	52516946	ASAH2B
chr10	52516946	52559168	
chr10	52559168	52645435	A1CF
chr10	52645435	52750910	
chr10	52750910	52822338	PRKG1
chr10	52822338	52828312	PRKG1,LOC102724719
chr10	52828312	52834233	PRKG1
chr10	52834233	53059332	PRKG1
chr10	53059332	53059415	MIR605,PRKG1
chr10	53059415	53455245	PRKG1
chr10	53455245	53459355	CSTF2T,PRKG1
chr10	53459355	54056607	PRKG1
chr10	54056607	54058110	PRKG1-AS1,PRKG1
chr10	54058110	54073888	PRKG1-AS1
chr10	54073888	54073942	
chr10	54073942	54077417	DKK1
chr10	54077417	54210636	
chr10	54210636	54215032	LINC01468
chr10	54215032	54230293	LINC01468
chr10	54230293	54525139	
chr10	54525139	54531460	MBL2
chr10	54531460	55562530	
chr10	55562530	55562532	PCDH15
chr10	55562532	55568281	PCDH15
chr10	55568281	55580859	PCDH15
chr10	55580859	55754339	PCDH15
chr10	55754339	56245989	PCDH15
chr10	56245989	56367633	PCDH15,LOC105378311
chr10	56367633	56367717	PCDH15,MIR548F1,LOC105378311
chr10	56367717	56415811	PCDH15,LOC105378311
chr10	56415811	56561051	PCDH15
chr10	56561051	57358749	PCDH15
chr10	57358749	57360487	MTRNR2L5,PCDH15
chr10	57360487	57387702	PCDH15
chr10	57387702	58117198	
chr10	58117198	58121034	ZWINT
chr10	58121034	59064238	
chr10	59064238	59064319	MIR3924
chr10	59064319	59951277	
chr10	59951277	60027694	IPMK
chr10	60027694	60028861	
chr10	60028861	60049019	CISD1
chr10	60049019	60094738	
chr10	60094738	60130513	UBE2D1
chr10	60130513	60144902	
chr10	60144902	60158990	TFAM
chr10	60158990	60272903	
chr10	60272903	60474774	BICC1
chr10	60474774	60477293	BICC1,FAM133CP
chr10	60477293	60591197	BICC1
chr10	60591197	60759277	
chr10	60759277	60761377	LINC00844
chr10	60761377	60933722	
chr10	60933722	60936224	CCEPR
chr10	60936224	60936347	
chr10	60936347	60937226	PHYHIPL
chr10	60937226	61005888	PHYHIPL
chr10	61005888	61007534	FAM13C,PHYHIPL
chr10	61007534	61010928	FAM13C
chr10	61010928	61122352	FAM13C
chr10	61122352	61122661	FAM13C
chr10	61122661	61122939	FAM13C
chr10	61122939	61410521	
chr10	61410521	61469649	SLC16A9
chr10	61469649	61469837	SLC16A9
chr10	61469837	61496747	
chr10	61496747	61513203	MRLN
chr10	61513203	61548505	
chr10	61548505	61666414	CCDC6
chr10	61666414	61717974	
chr10	61717974	61720671	LINC01553
chr10	61720671	61786055	
chr10	61786055	61900774	ANK3
chr10	61900774	62149742	ANK3
chr10	62149742	62332714	ANK3
chr10	62332714	62493284	ANK3
chr10	62493284	62538088	
chr10	62538088	62538211	CDK1
chr10	62538211	62546827	CDK1
chr10	62546827	62554610	CDK1
chr10	62554610	62554611	CDK1
chr10	62554611	62629195	
chr10	62629195	62629197	RHOBTB1
chr10	62629197	62704033	RHOBTB1
chr10	62704033	62704520	RHOBTB1
chr10	62704520	62760748	RHOBTB1
chr10	62760748	62761226	RHOBTB1
chr10	62761226	62776032	
chr10	62776032	62786175	LINC00845
chr10	62786175	63166399	
chr10	63166399	63172650	TMEM26
chr10	63172650	63212396	TMEM26
chr10	63212396	63213208	TMEM26-AS1,TMEM26
chr10	63213208	63239798	TMEM26-AS1
chr10	63239798	63242948	TMEM26-AS1
chr10	63242948	63253189	TMEM26-AS1
chr10	63253189	63422718	
chr10	63422718	63526091	CABCOCO1
chr10	63526091	63661012	
chr10	63661012	63808969	ARID5B
chr10	63808969	63856707	ARID5B
chr10	63856707	63952844	
chr10	63952844	63997908	RTKN2
chr10	63997908	64028622	RTKN2
chr10	64028622	64099346	
chr10	64099346	64133915	LOC283045
chr10	64133915	64134886	LOC283045,ZNF365
chr10	64134886	64162217	ZNF365
chr10	64162217	64240048	ZNF365
chr10	64240048	64280206	ZNF365
chr10	64280206	64431771	ZNF365
chr10	64431771	64564515	
chr10	64564515	64568239	ADO
chr10	64568239	64571755	
chr10	64571755	64576140	EGR2
chr10	64576140	64578927	EGR2
chr10	64578927	64893006	
chr10	64893006	64914791	NRBF2
chr10	64914791	64926980	
chr10	64926980	65028983	JMJD1C
chr10	65028983	65132716	JMJD1C
chr10	65132716	65132808	JMJD1C,MIR1296
chr10	65132808	65190334	JMJD1C
chr10	65190334	65190962	JMJD1C,LOC105378330
chr10	65190962	65224988	JMJD1C
chr10	65224988	65225761	JMJD1C,JMJD1C-AS1
chr10	65225761	65226322	JMJD1C,JMJD1C-AS1
chr10	65226322	65281122	JMJD1C
chr10	65281122	65281835	JMJD1C,REEP3
chr10	65281835	65384883	REEP3
chr10	65384883	66585284	
chr10	66585284	66586634	ANXA2P3
chr10	66586634	66660893	
chr10	66660893	66684276	LOC101928887
chr10	66684276	67331182	
chr10	67331182	67526299	LINC01515
chr10	67526299	67672275	
chr10	67672275	68653867	CTNNA3
chr10	68653867	68685791	CTNNA3,LOC101928961
chr10	68685791	68771911	CTNNA3,LOC101928961,LRRTM3
chr10	68771911	68772023	CTNNA3,LRRTM3
chr10	68772023	68861309	CTNNA3,LRRTM3
chr10	68861309	68935242	CTNNA3
chr10	68935242	69163108	CTNNA3
chr10	69163108	69163168	CTNNA3,MIR7151
chr10	69163168	69425443	CTNNA3
chr10	69425443	69455949	CTNNA3
chr10	69455949	69556426	
chr10	69556426	69570965	DNAJC12
chr10	69570965	69597937	DNAJC12
chr10	69597937	69644426	
chr10	69644426	69644938	SIRT1
chr10	69644938	69651159	SIRT1
chr10	69651159	69678147	SIRT1
chr10	69678147	69681655	
chr10	69681655	69769703	HERC4
chr10	69769703	69770640	POU5F1P5,HERC4
chr10	69770640	69828758	HERC4
chr10	69828758	69835103	HERC4
chr10	69835103	69865873	
chr10	69865873	69869189	MYPN
chr10	69869189	69971773	MYPN
chr10	69971773	69990351	
chr10	69990351	69991870	ATOH7
chr10	69991870	70042416	
chr10	70042416	70044837	PBLD
chr10	70044837	70091449	PBLD
chr10	70091449	70091767	HNRNPH3,PBLD
chr10	70091767	70092569	HNRNPH3,PBLD
chr10	70092569	70092684	HNRNPH3,PBLD
chr10	70092684	70100863	HNRNPH3
chr10	70100863	70102953	HNRNPH3,RUFY2
chr10	70102953	70103162	RUFY2
chr10	70103162	70103274	RUFY2
chr10	70103274	70136949	RUFY2
chr10	70136949	70166946	RUFY2
chr10	70166946	70167051	RUFY2
chr10	70167051	70173820	
chr10	70173820	70231730	DNA2
chr10	70231730	70231878	DNA2
chr10	70231878	70242089	
chr10	70242089	70246825	SLC25A16
chr10	70246825	70277975	SLC25A16
chr10	70277975	70287280	SLC25A16
chr10	70287280	70320116	
chr10	70320116	70454239	TET1
chr10	70454239	70480900	
chr10	70480900	70514928	CCAR1
chr10	70514928	70514995	CCAR1,SNORD98
chr10	70514995	70519074	CCAR1
chr10	70519074	70519171	CCAR1,MIR1254-1
chr10	70519171	70552134	CCAR1
chr10	70552134	70587293	
chr10	70587293	70652816	STOX1
chr10	70652816	70655209	STOX1
chr10	70655209	70661033	
chr10	70661033	70706603	DDX50
chr10	70706603	70715878	
chr10	70715878	70716195	DDX21
chr10	70716195	70744825	DDX21
chr10	70744825	70748476	
chr10	70748476	70776739	KIF1BP
chr10	70776739	70847201	
chr10	70847201	70847783	SRGN
chr10	70847783	70864567	SRGN
chr10	70864567	70883908	
chr10	70883908	70934172	VPS26A
chr10	70934172	70939959	
chr10	70939959	70968854	SUPV3L1
chr10	70968854	70975088	
chr10	70975088	70980058	LOC101928994
chr10	70980058	70992246	HKDC1,LOC101928994
chr10	70992246	71027315	HKDC1
chr10	71027315	71029755	
chr10	71029755	71038251	HK1
chr10	71038251	71075609	HK1
chr10	71075609	71077936	HK1
chr10	71077936	71078602	HK1
chr10	71078602	71161637	HK1
chr10	71161637	71163957	
chr10	71163957	71176674	TACR2
chr10	71176674	71211222	
chr10	71211222	71267425	TSPAN15
chr10	71267425	71331790	
chr10	71331790	71333210	NEUROG3
chr10	71333210	71390002	
chr10	71390002	71393355	FAM241B
chr10	71393355	71561643	
chr10	71561643	71718904	COL13A1
chr10	71718904	71812356	
chr10	71812356	71872022	H2AFY2
chr10	71872022	71872040	AIFM2,H2AFY2
chr10	71872040	71892690	AIFM2
chr10	71892690	71897736	
chr10	71897736	71904484	TYSND1
chr10	71904484	71906496	TYSND1
chr10	71906496	71909960	
chr10	71909960	71930285	SAR1A
chr10	71930285	71962585	
chr10	71962585	71993190	PPA1
chr10	71993190	72014712	
chr10	72014712	72043450	NPFFR1
chr10	72043450	72058725	
chr10	72058725	72136535	LRRC20
chr10	72136535	72141670	LRRC20
chr10	72141670	72142406	LRRC20
chr10	72142406	72163860	
chr10	72163860	72188374	EIF4EBP2
chr10	72188374	72191691	
chr10	72191691	72201465	NODAL
chr10	72201465	72207704	NODAL
chr10	72207704	72238563	
chr10	72238563	72328206	PALD1
chr10	72328206	72357103	
chr10	72357103	72362544	PRF1
chr10	72362544	72432261	
chr10	72432261	72522195	ADAMTS14
chr10	72522195	72530993	
chr10	72530993	72542329	TBATA
chr10	72542329	72545175	TBATA
chr10	72545175	72575703	
chr10	72575703	72640932	SGPL1
chr10	72640932	72642037	
chr10	72642037	72643264	PCBD1
chr10	72643264	72648011	PCBD1
chr10	72648011	72648543	PCBD1
chr10	72648543	72698809	
chr10	72698809	72703901	LOC105378349
chr10	72703901	72715398	LOC105378349
chr10	72715398	72972291	
chr10	72972291	72976980	UNC5B
chr10	72976980	72977985	UNC5B,UNC5B-AS1
chr10	72977985	73062635	UNC5B
chr10	73062635	73079009	
chr10	73079009	73123147	SLC29A3
chr10	73123147	73156690	
chr10	73156690	73267909	CDH23
chr10	73267909	73271677	CDH23-AS1,CDH23
chr10	73271677	73377362	CDH23
chr10	73377362	73407219	CDH23
chr10	73407219	73467264	CDH23
chr10	73467264	73471457	CDH23
chr10	73471457	73479578	C10orf105,CDH23
chr10	73479578	73492481	C10orf105,CDH23
chr10	73492481	73497581	C10orf105,CDH23
chr10	73497581	73507313	CDH23
chr10	73507313	73533337	CDH23,VSIR
chr10	73533337	73550503	CDH23
chr10	73550503	73550557	MIR7152,CDH23
chr10	73550557	73555527	CDH23
chr10	73555527	73571639	CDH23
chr10	73571639	73575704	CDH23
chr10	73575704	73576039	
chr10	73576039	73611132	PSAP
chr10	73611132	73724119	
chr10	73724119	73773322	CHST3
chr10	73773322	73818791	
chr10	73818791	73845983	SPOCK2
chr10	73845983	73848531	SPOCK2
chr10	73848531	73848790	SPOCK2
chr10	73848790	73855789	
chr10	73855789	73975757	ASCC1
chr10	73975757	73975867	ANAPC16,ASCC1
chr10	73975867	73976199	ANAPC16,ASCC1
chr10	73976199	73976892	ANAPC16,ASCC1
chr10	73976892	73995618	ANAPC16
chr10	73995618	74033676	
chr10	74033676	74035794	DDIT4
chr10	74035794	74092587	
chr10	74092587	74114907	DNAJB12
chr10	74114907	74127083	
chr10	74127083	74283744	MICU1
chr10	74283744	74385949	MICU1
chr10	74385949	74451888	
chr10	74451888	74452376	MCU
chr10	74452376	74480786	MCU
chr10	74480786	74480858	MCU,MIR4676
chr10	74480858	74647452	MCU
chr10	74647452	74653313	
chr10	74653313	74692794	OIT3
chr10	74692794	74694519	
chr10	74694519	74714577	PLA2G12B
chr10	74714577	74766979	
chr10	74766979	74856732	P4HA1
chr10	74856732	74870132	
chr10	74870132	74885837	NUDT13
chr10	74885837	74885965	NUDT13,SNORA11F
chr10	74885965	74891586	NUDT13
chr10	74891586	74894281	
chr10	74894281	74927853	ECD
chr10	74927853	74927876	
chr10	74927876	75001713	FAM149B1
chr10	75001713	75001939	DNAJC9,FAM149B1
chr10	75001939	75007089	DNAJC9
chr10	75007089	75007124	
chr10	75007124	75008600	DNAJC9-AS1
chr10	75008600	75012451	DNAJC9-AS1,MRPS16
